mmsi,shipname,callsign,length,width,power_hp,tonnage,power
257836700,KAROLINE,LG9007,10.99,4.2,140.0,,105.0
257837600,HELENA,LG9114,10.65,5.0,320.0,,240.0
257838500,SKAAR JR,LG9365,9.99,3.6,400.0,,300.0
257838800,RAGNI,LF6193,10.99,4.7,265.0,,198.75
257841700,AIKO,LF5918,,,,,
257842500,SKOMVAERFISK,JXMK,23.08,7.0,660.0,187.0,495.0
257843600,KAROLIUSSEN,LF 5923,,,,,
257846600,SOMMAROEY,LF5932,10.99,4.81,265.0,24.0,198.75
257848500,ENJA,LG9281,10.99,4.05,178.0,,133.5
257848800,ANITA^-^,LF5941,,,,,
257849380,MAAKEN,LK 5900,,,,,
257849800,GLIMT,LK5338,7.87,2.61,82.0,4.0,61.5
257850500,H LARSEN,LDIW,27.49,6.8,786.0,,589.5
257851900,ANN LOUISE,LG9418,10.05,4.5,240.0,,180.0
257852000,HAUGAGUT,LKUX,69.95,15.0,4896.0,,3672.0
257852900,TEIST,LK7384,10.57,3.13,310.0,,232.5
257853190,GRETA,LG3631,10.66,4.0,425.0,,318.75
257853700,LANGNES,LM7689,8.59,2.65,68.0,6.0,51.0
257853990,LAMOCINE,LE7167,,,,,
257855500,OKSNESVAERING,LION,26.27,6.7,600.0,184.0,450.0
257855600,MACH1,LG6584,10.4,3.6,370.0,,277.5
257857750,RISOEY,LG3330,10.05,3.36,369.0,,276.75
257857800,GUSTAV,LF5955,8.03,2.8,53.0,4.0,39.75
257859260,BOLGEN,LK6708,10.58,3.78,125.0,12.0,93.75
257860500,VESTAVIND,LK2444,17.84,5.6,600.0,79.0,450.0
257862500,CHARMI,LK3293,14.98,5.85,368.0,24.0,276.0
257863500,ANNE SOFIE,LK3697,14.99,5.5,329.0,25.0,246.75
257864800,FROYHAV,LG9170,14.95,6.5,500.0,,375.0
257865500,HASTING,LLMP,21.32,6.4,730.0,132.0,547.5
257865600,KROSSANES,LG9192,10.48,3.46,440.0,,330.0
257866500,SOLVAERGUTT,LMFG,21.32,7.1,448.0,138.0,336.0
257867500,ALF SENIOR,LMMI,19.02,5.67,389.0,43.0,291.75
257867740,SANDOEY,LK8626,9.9,3.43,120.0,,90.0
257871500,YMER,LNHQ,,,,,
257873600,OLIVIA,LF6201,8.7,3.3,420.0,,315.0
257873700,POSTNES F-31-LB,LF 5975,,,,,
257876700,KOLLBEIN,LF5392,9.1,2.8,48.0,7.0,36.0
257877590,DAENG,LE7351,,,,,
257877600,BELL ROCK,LF5980,10.2,4.0,270.0,11.0,202.5
257877800,THOR,LG9171,10.98,3.72,650.0,,487.5
257878700,EVENGUTT,LG2226,12.06,3.95,185.0,,138.75
257880500,SVANFJELL,JXSD,18.55,6.0,390.0,95.0,292.5
257881500,REYNIR F-58-LB,LM7383,,,,,
257882500,LONNINGEN-1,LALI,,,,,
257883500,SKOTTIND,LCUN,20.6,5.36,650.0,80.0,487.5
257885800,AASVIC,LF5998,7.01,2.5,29.0,,21.75
257886500,LONGYEAR,LGHI,25.07,7.01,565.0,129.0,423.75
257887600,NORTHGUIDER,LEHW,55.2,13.0,3750.0,,2812.5
257887840,FRAMMEN,LL7356,8.84,3.2,67.0,,50.25
257888000,HAVSNURP,LCOE,62.6,12.8,4021.0,,3015.75
257888500,FLOSUND,LNWW,27.3,7.01,990.0,,742.5
257888700,MIRIAM,LG9186,10.6,3.44,350.0,,262.5
257895500,GEIR ROGER,LGOD,,,,,
257898500,ROSENVOLL,LAPL,18.6,5.89,480.0,107.0,360.0
257900800,OLUF   98038709,LF6013,,,,,
257903600,CASTRO,LG9229,9.55,3.42,370.0,,277.5
257903700,BALUBA,LG9150,14.95,6.0,318.0,51.0,238.5
257905600,ERATO,LG9238,10.66,3.42,370.0,,277.5
257906800,TRANOY,LG9226,10.98,4.61,550.0,,412.5
257908700,BJORNHOLM JUNIOR,LG9241,10.66,3.42,369.0,,276.75
257908900,CARMENCITA,LF6023,,,,,
257910500,SJOFLU,LK2053,10.64,3.85,150.0,16.0,112.5
257911600,EMILIE H,LEAE,27.96,6.3,600.0,,450.0
257913000,EROS,LCNG,77.5,16.6,5440.0,,4080.0
257913600,SJARK OLGA,LF6028,,,,,
257916150,TJELD,LN5769,,,,,
257919380,M/S RAPP,LE2775,,,,,
257921600,MAATIND,LG9270,10.99,4.3,300.0,,225.0
257921700,OYAAD,LG9129,10.99,4.2,285.0,,213.75
257922600,THOR-ARILD,LG9182,14.95,6.5,600.0,,450.0
257923140,TOMMY,LK9060,,,,,
257925700,KVEITA,LF6041,10.65,3.6,300.0,,225.0
257925800,ABELUNA,LG9284,,,,,
257926700,EDITH,LF6042,,,,,
257926800,SOLSKJAR,LG9271,10.99,4.47,305.0,,228.75
257927000,BALLSTADOEY,LFGX,34.85,9.6,1000.0,,750.0
257927500,STORMFUGLEN,,,,,,
257928260,DYPINGEN,LD9731,10.42,3.4,290.0,,217.5
257928410,TORBAAEN,LD7429,,,,,
257929800,SORBIA F-115-LB,LF6058,,,,,
257933500,NY-GLIMT,LM6637,13.05,3.58,245.0,15.0,183.75
257936800,SAMANTA,LF6059,7.9,2.9,130.0,,97.5
257937500,ROESTBANKEN VEST,JWRA,18.3,5.3,350.0,40.0,262.5
257938500,KINE JOHANNE,LM 7092,,,,,
257938700,ELLI KETILS,,,,,,
257938940,SILJE HELEN,LL8076,10.61,3.05,187.0,,140.25
257939500,BJOERNTIND,LM5917,17.24,4.77,440.0,39.0,330.0
257939600,BJORNSSON,LG9550,10.97,3.74,750.0,,562.5
257942500,JAN BJOERN,LM4902,,,,,
257943500,ARGO,LG9711,14.95,6.55,500.0,,375.0
257946000,LIAFJORD,LCOV,64.0,13.8,6000.0,,4500.0
257947600,JUNIOR,LG9575,,,,,
257948500,JULIE,LF6239,,,,,
257949220,SMOLTEN,LA7382,7.85,2.85,55.0,,41.25
257950130,SOFIE,LD4950,10.3,3.2,160.0,,120.0
257951470,MALENE,LJ6551,,,,,
257951500,UTVAER,LK2617,12.2,4.18,245.0,19.0,183.75
257952500,VIKING 1,LK3175,12.44,3.9,250.0,12.0,187.5
257953500,RAANES VIKING,LK5016,12.32,3.98,245.0,19.0,183.75
257954500,LILJO,LK5030,10.98,4.69,250.0,20.0,187.5
257955500,FROEYDIS MARIE,LK 5124,,,,,
257958470,SEA QUEST,LJ6610,,,,,
257958500,MAGNY,LM3536,14.75,4.69,235.0,20.0,176.25
257958700,HAVBRYN,LF5472,10.65,3.6,300.0,,225.0
257959450,STRATOS 2,LN6332,,,,,
257961500,NIKITA,LM5584,10.62,4.12,245.0,14.0,183.75
257963000,FUGLOYFJORD,LCVG,34.07,9.5,1000.0,,750.0
257963610,SUNDSVAERING,LM2522,9.25,3.2,72.0,,54.0
257964500,BORHELLA,LM6586,15.36,4.8,400.0,46.0,300.0
257965050,SANDORA F-70-G,LN6409,9.48,3.17,124.0,,93.0
257967600,OYSTEINSON,LG9748,10.98,3.64,254.0,,190.5
257972040,STRAUMOEY,LF4274,,,,,
257972500,HAAHEIM,,,,,,
257975500,JACOB JENSSEN,JXGQ,,,,,
257975660,FONNES JUNIOR,LJ2180,,,,,
257976500,SJONGLOER,LFEP,19.2,5.36,320.0,41.0,240.0
257978500,SENNHOLMEN,LKND,,,,,
257979500,SORWAAG,LK3633,14.05,5.0,250.0,23.0,187.5
257979790,POLARULV,3YLZ,,,,,
257980500,LUNA,LM4081,15.44,4.88,400.0,24.0,300.0
257981270,DOENNING,LM5189,8.63,2.71,51.0,6.0,38.25
257984230,SEA-LADY,LK3466,10.5,3.46,180.0,11.0,135.0
257985270,SILVER BOY,LJ 6843,,,,,
257986500,RUBICON,LK3620,10.37,4.05,112.0,17.0,84.0
257989530,TERNA,LD9099,5.6,2.15,2007.0,,1505.25
257994890,ELISE,LG3505,10.42,3.42,369.0,,276.75
257997000,KVANNOY,LKUF,78.0,15.5,4896.0,,3672.0
258002120,THOR,LE8566,,,,,
258015500,TEINESKJAER,LNGY,20.12,7.04,600.0,161.0,450.0
258027020,IRIS ANETTE,LE8788,,,,,
258035000,STRAUMBAS,LIOD,38.32,8.24,1000.0,,750.0
258036000,STORMFUGLEN,LIWS,42.0,7.62,1800.0,,1350.0
258037000,LOFOTHAV,LLYH,23.85,7.5,720.0,212.0,540.0
258045000,LOENNOEY,LLXE,,,,,
258052000,SUNDEROEY,LMJP,56.2,14.0,6000.0,,4500.0
258054000,CETUS,JXML,53.0,11.2,3264.0,,2448.0
258057000,GRANIT,LAMY,67.4,14.0,4500.0,1312.0,3375.0
258067000,KAAGTIND,LIZY,50.75,10.33,2400.0,477.0,1800.0
258071000,MORTEN EINAR,JWQU,67.5,11.5,3300.0,999.0,2475.0
258074000,GULLHOLMEN,JWZQ,19.78,6.4,600.0,123.0,450.0
258078000,FROYSTEIN,LLJD,18.05,5.8,473.0,80.0,354.75
258083000,BRATTSKJAER,LDAA,34.85,9.6,1018.0,,763.5
258084000,MANIITSOQ,LAIJ,44.65,9.14,1500.0,497.0,1125.0
258086000,SENIOR,LAQD,63.5,12.0,4030.0,,3022.5
258086960,HENRIK,LK3958,8.82,3.24,90.0,6.0,67.5
258096340,INGRID KRISTINE,LG2365,,,,,
258098000,SJOEGLANS,LIKQ,37.52,9.25,1000.0,,750.0
258099000,KVITUNGEN,LGPZ,46.59,7.5,1710.0,,1282.5
258107240,SMILER,LI4567,,,,,
258121290,TROTTVIK F-88-LB,LI5515,7.85,2.6,50.0,,37.5
258128000,FORTUNA,LAPP,27.49,9.0,1000.0,,750.0
258138000,GERDA MARIE,LAUP,65.0,12.6,4200.0,,3150.0
258139000,ANTARCTIC SEA,LAWR,133.88,19.87,5310.0,,3982.5
258140470,RINGJEN,LNFN,,,,,
258143000,BJOERNSON,LK-4154,,,,,
258147000,LISE-BEATE,LLYL,36.39,8.5,1197.0,,897.75
258152150,NOPROBLEM 3,LI7390,,,,,
258154000,HUSBY SENIOR,LCGZ,,,,,
258169320,PECES,LL 3128,,,,,
258169530,MAIKEN,LL3153,,,,,
258171040,NATSHA,LL3314,,,,,
258172220,SARA II,LL3406,,,,,
258174000,LEINEBRIS,LCIK,58.0,13.4,3536.0,,2652.0
258183000,KLOTIND,LLLI,27.43,9.5,1020.0,,765.0
258185000,KASFJORD,JWOD,45.42,9.24,2240.0,299.0,1680.0
258186000,LANGENES,JXJU,56.0,12.4,3060.0,571.0,2295.0
258191500,VALMOEY,LG2452,,,,,
258191550,LUKKO,LL5214,,,,,
258194000,JORGE R.,LAHA,,,,,
258205000,ARCTIC PIONEER,LDQA,44.9,8.5,850.0,,637.5
258216000,EIGENES,LANW,27.13,7.08,1200.0,,900.0
258217000,KROSSFJORD,LMPZ,61.88,13.2,4270.0,,3202.5
258224000,OLAVSON,LJLI,21.7,5.73,370.0,57.0,277.5
258228000,SLETTHOLMEN,LAVF,35.49,9.25,1000.0,,750.0
258238000,NORDFISK,LLVK,64.0,13.0,4700.0,,3525.0
258247424,H.OSTERV-LD,LMBX,68.8,13.8,6180.0,,4635.0
258249580,STAALPER,LA3807,,,,,
258254450,KAROLINE,LA4542,,,,,
258261000,JUVEL,LAZH,99.5,16.0,8200.0,,6150.0
258262000,KETLIN,LMRJ,48.2,10.0,2240.0,,1680.0
258265000,NORDERVEG,LGWK,74.6,13.6,6000.0,,4500.0
258269850,VICTORIA,LG9257,10.01,3.42,369.0,,276.75
258276370,M/B MALABARSK,LF9790,,,,,
258290000,REINEFJORD,LGIF,27.15,7.0,630.0,176.0,472.5
258299720,IRJA,LA2589,,,,,
258303000,SJOBRIS,JWSG,69.94,12.0,3000.0,,2250.0
258307000,KYSTFISK,LG3440,10.97,3.76,635.0,,476.25
258308000,BIRKELAND,LMWI,68.8,13.8,6120.0,,4590.0
258317500,MONICA,LG4315,,,,,
258319000,DELFIN,LMTR,34.9,9.5,1300.0,323.0,975.0
258324000,BUEFJORD,LLND,32.42,8.85,1520.0,,1140.0
258327000,HEDDA,LNEV,,,,,
258334000,FRANTSEN JUNIOR,LJDR,54.27,8.53,2000.0,589.0,1500.0
258351000,KELTIC,LJSL,43.2,8.0,825.0,,618.75
258354000,ENDRE DYROY,LLNU,64.0,13.0,4700.0,,3525.0
258358000,RINGBAS,L E D H,,,,,
258360000,NORDSTAR,LHXV,75.5,13.0,4200.0,,3150.0
258371000,JERGUL,LGEB,,,,,
258380500,BERGHOLM,3YHZ,,,,,
258381500,ODD KAARE,LG5035,,,,,
258382000,NORAFJELL,JXAY,,,,,
258387000,POLARIS,LCER,54.95,12.19,1250.0,,937.5
258393000,FINNMARKSFISK,LIVH,,,,,
258397000,STORNES,JXOK,47.7,11.2,3264.0,499.0,2448.0
258410000,HERMES,LLOP,55.0,13.2,5200.0,,3900.0
258412000,GAMBLER,LELC,69.65,9.8,4080.0,,3060.0
258425000,FISKESKJER,LDXH,75.4,15.6,10200.0,,7650.0
258442000,ERO,LLOS,16.1,6.02,460.0,63.0,345.0
258449000,HERMON,LLGQ,18.25,6.28,500.0,90.0,375.0
258470000,SEGLA,LLZL,36.39,8.5,1197.0,,897.75
258471000,FANOEYVAAG,LCRO,27.97,8.5,1020.0,,765.0
258483000,FROYANES SENIOR,LAYK,46.58,10.0,1521.0,,1140.75
258498000,SKAARHOLM,LANV,23.95,6.7,940.0,171.0,705.0
258503000,ROWENTA,LLWF,25.33,6.7,830.0,177.0,622.5
258503910,RONGOEY,LM9655,,,,,
258507810,FLOESKJAER,LG 3985,,,,,
258508110,TOBIAS R,LG3750,10.42,3.42,369.0,,276.75
258512610,BLAAMYRA,LG4459,10.66,4.0,425.0,,318.75
258516910,BAATSMAN3,LG4540,14.6,6.35,400.0,,300.0
258517000,G.M. DANNEVIG,LINW,,,,,
258518710,NORDTIND,LM5661,10.6,3.9,120.0,14.0,90.0
258519510,SOMMAROYBUEN,LG4903,10.65,4.5,291.0,,218.25
258520000,DUNOEY,LNTI,,,,,
258522000,RINGASKJAER,LCCX,,,,,
258523000,DR.FRIDTJOF NANSEN,LGWS,,,,,
258524000,HELLSKJAER,LGWN,23.56,7.3,500.0,195.0,375.0
258526000,HAUGE JUNIOR,LAVO,,,,,
258526810,KRISTINA,LG5195,10.65,3.96,230.0,,172.5
258529000,MATS-ERIK,LICI,22.5,6.07,520.0,111.0,390.0
258529810,VIKTORIA LIF F-41-G,LM6592,9.45,3.2,95.0,7.0,71.25
258530810,APOLLO,LE9308,10.63,3.58,330.0,,247.5
258535000,ARCTIC SWAN,LMAC,64.0,14.6,6000.0,,4500.0
258537110,VAGHOLM,LM2661,10.6,3.8,190.0,12.0,142.5
258541000,SMAAHAUG SENIOR,LFFQ,27.39,6.8,608.0,109.0,456.0
258542000,KLONDYKE,LCCZ,26.25,7.0,990.0,,742.5
258544000,EDVIN OLAI,LK9908,12.85,5.5,280.0,,210.0
258545000,HAVBAARA,LAVY,20.48,8.17,650.0,,487.5
258547000,SLAATTEROY,LMMS,67.4,13.0,8500.0,,6375.0
258552000,ICE FJORD,LEHB,60.33,11.0,3400.0,,2550.0
258553000,SKAGOYSUND,LMUR,38.05,9.0,1414.0,,1060.5
258560610,ARVID,LE9606,,,,,
258563000,ATLANTIC STAR,LMBG,74.8,13.0,4590.0,,3442.5
258566510,LILLEGUTT,LE 9665,,,,,
258568010,KRISTIN,LM6015,9.72,3.41,95.0,12.0,71.25
258569000,ROSTNESVAAG,LEDC,53.47,9.0,1600.0,298.0,1200.0
258590000,HEROYFJORD,LAXI,67.9,12.5,7500.0,,5625.0
258637000,ROGNE,LDGS,69.9,14.2,4080.0,,3060.0
258654000,KINGS BAY,LCNN,77.5,16.6,5500.0,,4125.0
258678000,SALVOEY,LECG,41.1,7.8,990.0,,742.5
258684000,TORBAS,LFMP,,,,,
258732000,HAVSTRAND,LDBR,69.9,15.4,6120.0,,4590.0
258773000,LIGRUNN,LDAK,64.0,13.8,4023.0,,3017.25
258778000,GADUS POSEIDON,LDAL,69.8,15.6,6400.0,,4800.0
258796413,LU LONG YU 2010,000000,,,,,
258797000,BREIVIK JUNIOR,LDZC,34.07,9.5,749.0,499.0,561.75
258874000,VOLSTAD,3YYB,74.7,15.4,5800.0,,4350.0
258943000,ATLANTIC VIKING,LDCO,74.7,15.4,5800.0,,4350.0
258944000,VENDLA,LCYN,76.4,15.6,4000.0,,3000.0
258984000,HOPEN,LDSF,74.0,16.0,8000.0,,6000.0
258987930,STERO,LG7400,10.96,3.42,343.0,,257.25
258990190,LUPUS,LI9215,,,,,
258991000,HEROYHAV,LDFB,69.95,15.0,3400.0,,2550.0
258991280,STIG MAGNAR,LG7862,10.96,3.42,369.0,,276.75
258995160,GUNNAR,LI9612,,,,,
258996140,WILHELMINA F-3-G,LI9690,,,,,
258996370,BRUSE,LI9709,,,,,
258996380,BISMARCK F-78-G,LI9710,,,,,
258996620,SILVERVAAG,LDRA,23.79,7.27,880.0,207.0,660.0
258999020,MYHRA,LI9920,,,,,
259023000,GEIR II,3YNB,51.3,12.4,2400.0,,1800.0
259033000,ANTARCTIC NAVIGATOR,LAXU,,,,,
259092000,BERNT OSKAR,3YCU,36.5,9.25,1000.0,,750.0
259102000,BIRGERSON,LCRI,21.26,6.98,506.0,144.0,379.5
259103000,KJELSVIK,JXPS,27.4,8.0,940.0,,705.0
259106000,KONGSFJORD,JWRB,53.2,13.0,4395.0,,3296.25
259109000,KATO,LLJC,38.24,7.62,1075.0,,806.25
259111000,TRYGVASON,LNUN,,,,,
259118000,SJOVIK,JWLQ,27.49,6.5,720.0,,540.0
259122000,HAAFLU R 5 B,LDQV,41.18,7.1,2100.0,,1575.0
259127000,GLOMFJORD,LHBI,,,,,
259128000,MEREDIAN,JXNI,29.4,8.6,960.0,,720.0
259129000,TALBOR,LLQM,64.0,13.0,4800.0,,3600.0
259130000,SVANAUG ELISE,LLRD,64.0,13.0,4700.0,,3525.0
259131000,SKULEBAS,LFXK,,,,,
259132000,KNESTER,JWNI,71.1,14.4,6120.0,,4590.0
259137000,POLAR ATLANTIC,LGML,32.45,7.32,660.0,,495.0
259154000,M/S BOGASUND,JXVP,19.79,7.0,505.0,137.0,378.75
259165000,ROLLEIVSON,LLWX,,,,,
259166000,ELISABETH,LHEA,60.9,11.6,3600.0,,2700.0
259178000,KAMARO,JXDZ,38.78,8.0,917.0,,687.75
259180000,LUROYBAS,JWVR,27.4,7.5,870.0,184.0,652.5
259185000,HAUGEFISK,LGNG,,,,,
259200000,SKARHOLMEN,LNQL,26.2,8.0,980.0,236.0,735.0
259203000,NORDSILD,LLRK,27.42,8.5,999.0,,749.25
259205000,ALBACORE,LADH,26.13,6.7,780.0,181.0,585.0
259207000,SOLSKJEAR,LNYK,,,,,
259208000,TRONDERKARI,LLVN,33.95,9.4,1600.0,,1200.0
259209000,VESTFART,LLRG,64.0,13.0,4700.0,,3525.0
259214000,STOKKOY,JXGY,18.4,6.1,600.0,73.0,450.0
259217000,FRED HUGO,LGBJ,19.8,5.56,473.0,89.0,354.75
259225000,SKULBAREN,JWLH,37.9,9.0,1000.0,,750.0
259236000,ARGOS GEORGIA,LENH,,,,,
259241000,NORDBANKEN,LNFC,21.3,7.0,970.0,167.0,727.5
259242000,STOREKNUT,LMDO,70.6,13.6,6700.0,,5025.0
259244000,SJOVER,LALK,39.29,8.5,914.0,172.0,685.5
259245000,FISKEBANK1,LDAM,29.92,6.5,850.0,130.0,637.5
259247000,STATTEGG,JWNF,39.46,8.0,775.0,137.0,581.25
259252000,ANDENESFISK I,LJWI,74.7,15.4,5800.0,,4350.0
259253000,EINAR ERLEND,LDHW,37.25,9.8,1000.0,497.0,750.0
259258000,NESHOLMEN,LAUS,27.41,8.0,990.0,264.0,742.5
259263000,ATLOEY VIKING,LHTT,27.16,7.6,810.0,242.0,607.5
259273000,DAG SENIOR,LLFY,22.31,5.82,408.0,67.0,306.0
259281000,RAV,LMFZ,65.0,13.2,6120.0,,4590.0
259282000,RYPEFJORD,LHMF,53.1,12.0,3600.0,,2700.0
259290000,HEPSOEHAV,LARU,37.49,9.25,1000.0,,750.0
259293820,HAAVERBUEN,LM5498,10.5,3.58,175.0,12.0,131.25
259295000,EIDVAAGFISK,LHSP,21.25,6.5,940.0,142.0,705.0
259296000,H.OSTERVOLD,LMBX,68.8,13.8,6180.0,,4635.0
259302000,MYNTEVIK,LHRI,19.22,5.9,525.0,79.0,393.75
259304000,HAVFRUEN II,LHPA,19.9,7.0,500.0,121.0,375.0
259309000,NYVOLL SENIOR,LHVD,40.6,9.0,1000.0,,750.0
259311000,HARDHAUS,LMBN,68.85,13.8,6120.0,,4590.0
259312000,LIBAS,LMQI,,,,,
259324000,NORDSJOBAS,LHWW,56.2,12.0,2665.0,,1998.75
259329000,SKJONGHOLM,LHSQ,34.0,8.5,800.0,,600.0
259335000,LONNINGEN,LKLV,61.82,11.6,4670.0,,3502.5
259340000,MOSTEIN,LIBC,39.48,8.6,1500.0,,1125.0
259350000,ANNA-SOFIE,LICN,20.96,7.0,600.0,170.0,450.0
259352000,HELLEVIG,LIDE,26.2,6.4,1000.0,,750.0
259363000,OYFISK,LIAG,23.3,6.6,600.0,144.0,450.0
259374000,SAEBJORN,LIFA,65.7,12.6,4800.0,,3600.0
259375000,REINEBUEN,LMGW,32.03,7.4,1000.0,,750.0
259377000,SILVER BAY,LIHW,23.55,6.5,600.0,126.0,450.0
259380000,VEIDAR 1,LIKG,43.32,10.5,1520.0,,1140.0
259383000,KVALSTEIN,LILQ,,,,,
259388000,ASTRID EMILIE,LCFH,23.86,7.2,650.0,185.0,487.5
259390000,TEIGENES,LNTY,75.4,15.6,5168.0,,3876.0
259392000,FISKOY,LIOL,20.98,6.57,510.0,123.0,382.5
259421000,ROALDNES,LIPZ,33.95,10.3,2570.0,,1927.5
259423000,POLARHAV,LISK,27.6,8.0,600.0,,450.0
259428000,HAVDRON,LIRW,60.9,11.6,3500.0,,2625.0
259432000,HEROEY,LIQW,73.3,12.6,5400.0,,4050.0
259434000,MONSUN,LIUC,33.63,6.6,980.0,,735.0
259438000,BRANDSHOLMBOEN,LIQS,26.4,6.67,650.0,172.0,487.5
259447000,SEA HUNTER,LIVI,44.95,8.3,2147.0,,1610.25
259449000,SVEBAAEN,LIVC,18.88,5.95,550.0,70.0,412.5
259450000,MERSEY,LIVV,30.35,7.0,750.0,,562.5
259454000,BRENNHOLM,LIWG,75.4,14.6,6870.0,,5152.5
259457000,FJELLMOEY,LIWR,44.85,10.5,1520.0,,1140.0
259465000,HARMONI,LAKF,49.9,11.0,3672.0,845.0,2754.0
259474000,ATLANTIC,LIYX,44.85,10.5,1520.0,,1140.0
259475000,GULAROY,LIQO,30.0,8.6,985.0,,738.75
259476000,TOJAKO,LIYG,27.49,7.68,990.0,,742.5
259478000,SANDER ANDRE,LJBC,34.25,9.0,1520.0,,1140.0
259485000,STAMSUND,LJCC,,,,,
259488000,ROBAS,LIQI,,,,,
259489000,VESTSTEINEN,LJCM,46.57,10.0,1501.0,,1125.75
259501000,TRONDERHAV,LJBI,36.26,7.1,1000.0,,750.0
259503000,TRONDSKJAER,LJDJ,27.99,7.5,720.0,284.0,540.0
259505000,POLARFANGST,LJFG,,,,,
259508000,KROSSOEY,LIZI,44.85,10.0,3200.0,,2400.0
259511000,NYBO,LJBD,78.39,12.88,3675.0,,2756.25
259519000,EDNA SYNNOVE,LJNB,23.99,7.8,590.0,199.0,442.5
259525000,MOLNES,LNKS,66.28,14.0,5170.0,,3877.5
259526000,MANON,LJOD,70.0,13.6,8920.0,,6690.0
259536000,BREIVIK JUNIOR,LJCS,23.95,7.6,722.0,207.0,541.5
259537000,BAKKEVAERING,LJIJ,20.99,6.85,600.0,170.0,450.0
259539000,SAGA SEA,LNSK,84.21,16.5,6000.0,,4500.0
259540000,ASTRID ANN,LNFD,25.84,7.65,1000.0,,750.0
259554000,BUEFJORD1,LJMF,,,,,
259558000,HARHAUG 1,LJPQ,41.45,9.6,1000.0,,750.0
259562000,O.HUSBY,LJQG,51.7,9.0,1100.0,,825.0
259563000,SKOLMEN,LJOB,27.42,8.5,1000.0,,750.0
259565000,GEIR,LJPZ,45.65,10.9,1305.0,,978.75
259574000,STRAND SENIOR,LJRS,67.4,13.0,7500.0,,5625.0
259576000,BAATSFJORD,LJPH,50.2,12.2,3900.0,,2925.0
259590000,BOERNES,LJSK,20.99,6.5,550.0,100.0,412.5
259595000,DYRNESVAAG,LJUH,53.9,10.9,3300.0,,2475.0
259602000,HARGUN,LJVB,68.1,12.6,5220.0,,3915.0
259609000,DYPFJORD,LJWE,22.91,7.82,600.0,177.0,450.0
259612000,TROENDERBAS,LJVY,68.25,14.0,7500.0,,5625.0
259616000,LORAN,LJWR,51.2,11.0,2000.0,,1500.0
259617000,GUNNAR K,LJWW,36.34,9.0,1015.0,,761.25
259620000,BOEN,LJSY,33.76,9.0,1014.0,149.0,760.5
259623000,SELVAAG SENIOR,LJXW,67.4,13.0,7500.0,,5625.0
259635000,KILDIN,LJYT,37.36,9.0,1350.0,,1012.5
259637000,ARNOYTIND,LJZH,38.08,8.5,1014.0,,760.5
259641000,SOEROEYFISK,LJQQ,27.4,9.4,1000.0,,750.0
259647000,NESBAKK,LJZJ,44.8,11.0,1520.0,,1140.0
259648000,SKLINNABANKEN,LJQM,28.08,8.5,1014.0,,760.5
259651000,ROALDSEN,LJYA,58.92,10.9,3260.0,,2445.0
259653000,BLUEFIN,LLAV,34.79,7.5,1000.0,186.0,750.0
259655000,VIKINGBANK,LLAS,61.75,11.6,3750.0,,2812.5
259656000,OLE-ARVID NERGAARD,LLAY,54.6,13.0,5000.0,,3750.0
259657000,HAVFISK,LJTD,68.3,14.0,5875.0,,4406.25
259660000,SVEBAS,LJTV,27.1,8.0,870.0,259.0,652.5
259666000,TONSNES,LLAD,50.8,12.6,3900.0,,2925.0
259682000,SIGLAR,LCIJ,52.04,10.0,2400.0,,1800.0
259683000,VESTTIND,LLDH,60.0,14.0,7510.0,,5632.5
259689000,KAMOEYFISK,LLDB,,,,,
259691000,J BERGVOLL,LLAJ,57.3,12.6,3900.0,,2925.0
259697000,HAVSKJER,LLGA,67.4,13.0,7520.0,,5640.0
259707000,HAVTIND,LCMP,59.75,13.0,6120.0,,4590.0
259713000,NYSTROEM,3YQP,53.3,9.5,2100.0,,1575.0
259758000,MV OCEAN FRESH,LAEZ7,,,,,
259822000,VIKANOY,LLWH,34.07,9.5,1000.0,,750.0
259845000,ROTTINGOY,LCNX,59.2,12.0,4080.0,,3060.0
259855000,STAALOEY,3YKA,43.8,11.0,2500.0,,1875.0
259893000,SILLE MARIE,LCPE,37.3,9.0,1599.0,,1199.25
259937000,VOLDNES,LKUB,33.95,9.5,1000.0,,750.0
259963000,GENESIS,LLGS,49.82,12.0,2400.0,,1800.0
259995000,MELOYFJORD,3YUG,34.07,9.5,1400.0,,1050.0
