mmsi,shipname,callsign,length,width,power,tonnage
259209000,VESTFART,LLRG,64.0,13.0,4700,NA
259214000,STOKKOY,JXGY,18.4,6.1,600,73
259217000,FRED HUGO,LGBJ,19.8,5.56,473,89
259225000,SKULBAREN,JWLH,37.9,9.0,1000,NA
259236000,ARGOS GEORGIA,LENH,NA,NA,NA,NA
259241000,NORDBANKEN,LNFC,21.3,7.0,970,167
259242000,STOREKNUT,LMDO,70.6,13.6,6700,NA
259244000,SJOVER,LALK,39.29,8.5,914,172
259245000,FISKEBANK1,LDAM,29.92,6.5,850,130
259247000,STATTEGG,JWNF,39.46,8.0,775,137
259252000,ANDENESFISK I,LJWI,74.7,15.4,5800,NA
259253000,EINAR ERLEND,LDHW,37.25,9.8,1000,497
259258000,NESHOLMEN,LAUS,27.41,8.0,990,264
259263000,ATLOEY VIKING,LHTT,27.16,7.6,810,242
259273000,DAG SENIOR,LLFY,22.31,5.82,408,67
259281000,RAV,LMFZ,65.0,13.2,6120,NA
259282000,RYPEFJORD,LHMF,53.1,12.0,3600,NA
259290000,HEPSOEHAV,LARU,37.49,9.25,1000,NA
259293820,HAAVERBUEN,LM5498,10.5,3.58,175,12
259295000,EIDVAAGFISK,LHSP,21.25,6.5,940,142
259296000,H.OSTERVOLD,LMBX,68.8,13.8,6180,NA
259302000,MYNTEVIK,LHRI,19.22,5.9,525,79
259304000,HAVFRUEN II,LHPA,19.9,7.0,500,121
259309000,NYVOLL SENIOR,LHVD,40.6,9.0,1000,NA
259311000,HARDHAUS,LMBN,68.85,13.8,6120,NA
259312000,LIBAS,LMQI,NA,NA,NA,NA
259324000,NORDSJOBAS,LHWW,56.2,12.0,2665,NA
259329000,SKJONGHOLM,LHSQ,34.0,8.5,800,NA
259335000,LONNINGEN,LKLV,61.82,11.6,4670,NA
259340000,MOSTEIN,LIBC,39.48,8.6,1500,NA
259350000,ANNA-SOFIE,LICN,20.96,7.0,600,170
259352000,HELLEVIG,LIDE,26.2,6.4,1000,NA
259363000,OYFISK,LIAG,23.3,6.6,600,144
259374000,SAEBJORN,LIFA,65.7,12.6,4800,NA
259375000,REINEBUEN,LMGW,32.03,7.4,1000,NA
259377000,SILVER BAY,LIHW,23.55,6.5,600,126
259380000,VEIDAR 1,LIKG,43.32,10.5,1520,NA
259383000,KVALSTEIN,LILQ,NA,NA,NA,NA
259388000,ASTRID EMILIE,LCFH,23.86,7.2,650,185
259390000,TEIGENES,LNTY,75.4,15.6,5168,NA
259392000,FISKOY,LIOL,20.98,6.57,510,123
259421000,ROALDNES,LIPZ,33.95,10.3,2570,NA
259423000,POLARHAV,LISK,27.6,8.0,600,NA
259428000,HAVDRON,LIRW,60.9,11.6,3500,NA
259432000,HEROEY,LIQW,73.3,12.6,5400,NA
259434000,MONSUN,LIUC,33.63,6.6,980,NA
259438000,BRANDSHOLMBOEN,LIQS,26.4,6.67,650,172
259447000,SEA HUNTER,LIVI,44.95,8.3,2147,NA
259449000,SVEBAAEN,LIVC,18.88,5.95,550,70
259450000,MERSEY,LIVV,30.35,7.0,750,NA
259454000,BRENNHOLM,LIWG,75.4,14.6,6870,NA
259457000,FJELLMOEY,LIWR,44.85,10.5,1520,NA
259465000,HARMONI,LAKF,49.9,11.0,3672,845
259474000,ATLANTIC,LIYX,44.85,10.5,1520,NA
259475000,GULAROY,LIQO,30.0,8.6,985,NA
259476000,TOJAKO,LIYG,27.49,7.68,990,NA
259478000,SANDER ANDRE,LJBC,34.25,9.0,1520,NA
259485000,STAMSUND,LJCC,NA,NA,NA,NA
259488000,ROBAS,LIQI,NA,NA,NA,NA
259489000,VESTSTEINEN,LJCM,46.57,10.0,1501,NA
259501000,TRONDERHAV,LJBI,36.26,7.1,1000,NA
259503000,TRONDSKJAER,LJDJ,27.99,7.5,720,284
259505000,POLARFANGST,LJFG,NA,NA,NA,NA
259508000,KROSSOEY,LIZI,44.85,10.0,3200,NA
259511000,NYBO,LJBD,78.39,12.88,3675,NA
259519000,EDNA SYNNOVE,LJNB,23.99,7.8,590,199
259525000,MOLNES,LNKS,66.28,14.0,5170,NA
259526000,MANON,LJOD,70.0,13.6,8920,NA
259536000,BREIVIK JUNIOR,LJCS,23.95,7.6,722,207
259537000,BAKKEVAERING,LJIJ,20.99,6.85,600,170
259539000,SAGA SEA,LNSK,84.21,16.5,6000,NA
259540000,ASTRID ANN,LNFD,25.84,7.65,1000,NA
259554000,BUEFJORD1,LJMF,NA,NA,NA,NA
259558000,HARHAUG 1,LJPQ,41.45,9.6,1000,NA
259562000,O.HUSBY,LJQG,51.7,9.0,1100,NA
259563000,SKOLMEN,LJOB,27.42,8.5,1000,NA
259565000,GEIR,LJPZ,45.65,10.9,1305,NA
259574000,STRAND SENIOR,LJRS,67.4,13.0,7500,NA
259576000,BAATSFJORD,LJPH,50.2,12.2,3900,NA
259590000,BOERNES,LJSK,20.99,6.5,550,100
259595000,DYRNESVAAG,LJUH,53.9,10.9,3300,NA
259602000,HARGUN,LJVB,68.1,12.6,5220,NA
259609000,DYPFJORD,LJWE,22.91,7.82,600,177
259612000,TROENDERBAS,LJVY,68.25,14.0,7500,NA
259616000,LORAN,LJWR,51.2,11.0,2000,NA
259617000,GUNNAR K,LJWW,36.34,9.0,1015,NA
259620000,BOEN,LJSY,33.76,9.0,1014,149
259623000,SELVAAG SENIOR,LJXW,67.4,13.0,7500,NA
259635000,KILDIN,LJYT,37.36,9.0,1350,NA
259637000,ARNOYTIND,LJZH,38.08,8.5,1014,NA
259641000,SOEROEYFISK,LJQQ,27.4,9.4,1000,NA
259647000,NESBAKK,LJZJ,44.8,11.0,1520,NA
259648000,SKLINNABANKEN,LJQM,28.08,8.5,1014,NA
259651000,ROALDSEN,LJYA,58.92,10.9,3260,NA
259653000,BLUEFIN,LLAV,34.79,7.5,1000,186
259655000,VIKINGBANK,LLAS,61.75,11.6,3750,NA
259656000,OLE-ARVID NERGAARD,LLAY,54.6,13.0,5000,NA
259657000,HAVFISK,LJTD,68.3,14.0,5875,NA
259660000,SVEBAS,LJTV,27.1,8.0,870,259
259666000,TONSNES,LLAD,50.8,12.6,3900,NA
259682000,SIGLAR,LCIJ,52.04,10.0,2400,NA
259683000,VESTTIND,LLDH,60.0,14.0,7510,NA
259689000,KAMOEYFISK,LLDB,NA,NA,NA,NA
259691000,J BERGVOLL,LLAJ,57.3,12.6,3900,NA
259697000,HAVSKJER,LLGA,67.4,13.0,7520,NA
259707000,HAVTIND,LCMP,59.75,13.0,6120,NA
259713000,NYSTROEM,3YQP,53.3,9.5,2100,NA
259758000,MV OCEAN FRESH,LAEZ7,NA,NA,NA,NA
259822000,VIKANOY,LLWH,34.07,9.5,1000,NA
259845000,ROTTINGOY,LCNX,59.2,12.0,4080,NA
259855000,STAALOEY,3YKA,43.8,11.0,2500,NA
259893000,SILLE MARIE,LCPE,37.3,9.0,1599,NA
259937000,VOLDNES,LKUB,33.95,9.5,1000,NA
259963000,GENESIS,LLGS,49.82,12.0,2400,NA
259995000,MELOYFJORD,3YUG,34.07,9.5,1400,NA
